2023-04-03 23:06:34,970 INFO    StreamThr :1139989 [internal.py:wandb_internal():87] W&B internal server running at pid: 1139989, started at: 2023-04-03 23:06:34.970376
2023-04-03 23:06:34,972 DEBUG   HandlerThread:1139989 [handler.py:handle_request():144] handle_request: status
2023-04-03 23:06:34,975 INFO    WriterThread:1139989 [datastore.py:open_for_write():85] open: /home/zhenli/KPConv-Triplane/wandb/run-20230403_230634-23d7es2q/run-23d7es2q.wandb
2023-04-03 23:06:34,977 DEBUG   SenderThread:1139989 [sender.py:send():336] send: header
2023-04-03 23:06:34,979 DEBUG   SenderThread:1139989 [sender.py:send():336] send: run
2023-04-03 23:06:35,261 DEBUG   HandlerThread:1139989 [handler.py:handle_request():144] handle_request: check_version
2023-04-03 23:06:35,264 INFO    SenderThread:1139989 [dir_watcher.py:__init__():219] watching files in: /home/zhenli/KPConv-Triplane/wandb/run-20230403_230634-23d7es2q/files
2023-04-03 23:06:35,264 INFO    SenderThread:1139989 [sender.py:_start_run_threads():1078] run started: 23d7es2q with start time 1680588394.969529
2023-04-03 23:06:35,265 DEBUG   SenderThread:1139989 [sender.py:send_request():363] send_request: summary_record
2023-04-03 23:06:35,265 INFO    SenderThread:1139989 [sender.py:_save_file():1332] saving file wandb-summary.json with policy end
2023-04-03 23:06:35,265 DEBUG   SenderThread:1139989 [sender.py:send_request():363] send_request: check_version
2023-04-03 23:06:35,401 DEBUG   HandlerThread:1139989 [handler.py:handle_request():144] handle_request: run_start
2023-04-03 23:06:35,408 DEBUG   HandlerThread:1139989 [system_info.py:__init__():31] System info init
2023-04-03 23:06:35,408 DEBUG   HandlerThread:1139989 [system_info.py:__init__():46] System info init done
2023-04-03 23:06:35,408 INFO    HandlerThread:1139989 [system_monitor.py:start():183] Starting system monitor
2023-04-03 23:06:35,409 INFO    HandlerThread:1139989 [system_monitor.py:probe():204] Collecting system info
2023-04-03 23:06:35,409 INFO    SystemMonitor:1139989 [system_monitor.py:_start():147] Starting system asset monitoring threads
2023-04-03 23:06:35,410 INFO    SystemMonitor:1139989 [interfaces.py:start():187] Started cpu monitoring
2023-04-03 23:06:35,410 INFO    SystemMonitor:1139989 [interfaces.py:start():187] Started disk monitoring
2023-04-03 23:06:35,412 INFO    SystemMonitor:1139989 [interfaces.py:start():187] Started gpu monitoring
2023-04-03 23:06:35,412 INFO    SystemMonitor:1139989 [interfaces.py:start():187] Started memory monitoring
2023-04-03 23:06:35,413 INFO    SystemMonitor:1139989 [interfaces.py:start():187] Started network monitoring
2023-04-03 23:06:35,436 DEBUG   HandlerThread:1139989 [system_info.py:probe():195] Probing system
2023-04-03 23:06:35,437 DEBUG   HandlerThread:1139989 [system_info.py:_probe_git():180] Probing git
2023-04-03 23:06:35,442 DEBUG   HandlerThread:1139989 [system_info.py:_probe_git():188] Probing git done
2023-04-03 23:06:35,442 DEBUG   HandlerThread:1139989 [system_info.py:probe():240] Probing system done
2023-04-03 23:06:35,442 DEBUG   HandlerThread:1139989 [system_monitor.py:probe():213] {'os': 'Linux-5.15.0-69-generic-x86_64-with-glibc2.31', 'python': '3.10.10', 'heartbeatAt': '2023-04-04T06:06:35.436416', 'startedAt': '2023-04-04T06:06:34.955456', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'train_S3DIS.py', 'codePath': 'train_S3DIS.py', 'git': {'remote': 'git@github.com:Kaola-2115/KPConv-Triplane.git', 'commit': 'f66487acd759713fb6ee43862642b905ea11e4f5'}, 'email': 'zla247@sfu.ca', 'root': '/home/zhenli/KPConv-Triplane', 'host': 'pc', 'username': 'zhenli', 'executable': '/home/zhenli/anaconda3/envs/cuda11.1/bin/python', 'cpu_count': 12, 'cpu_count_logical': 20, 'cpu_freq': {'current': 2378.23815, 'min': 800.0, 'max': 4580.0}, 'cpu_freq_per_core': [{'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 4500.0, 'min': 800.0, 'max': 4900.0}, {'current': 2100.0, 'min': 800.0, 'max': 4900.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4900.0}, {'current': 2100.0, 'min': 800.0, 'max': 4900.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 3600.0}, {'current': 2100.0, 'min': 800.0, 'max': 3600.0}, {'current': 2100.0, 'min': 800.0, 'max': 3600.0}, {'current': 2100.0, 'min': 800.0, 'max': 3600.0}], 'disk': {'total': 288.5988540649414, 'used': 242.77075958251953}, 'gpu': 'NVIDIA GeForce RTX 3090 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3090 Ti', 'memory_total': 25757220864}], 'memory': {'total': 31.147968292236328}}
2023-04-03 23:06:35,442 INFO    HandlerThread:1139989 [system_monitor.py:probe():214] Finished collecting system info
2023-04-03 23:06:35,442 INFO    HandlerThread:1139989 [system_monitor.py:probe():217] Publishing system info
2023-04-03 23:06:35,442 DEBUG   HandlerThread:1139989 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-04-03 23:06:35,442 DEBUG   HandlerThread:1139989 [system_info.py:_save_pip():67] Saving pip packages done
2023-04-03 23:06:35,442 DEBUG   HandlerThread:1139989 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-04-03 23:06:36,266 INFO    Thread-18 :1139989 [dir_watcher.py:_on_file_created():278] file/dir created: /home/zhenli/KPConv-Triplane/wandb/run-20230403_230634-23d7es2q/files/conda-environment.yaml
2023-04-03 23:06:36,266 INFO    Thread-18 :1139989 [dir_watcher.py:_on_file_created():278] file/dir created: /home/zhenli/KPConv-Triplane/wandb/run-20230403_230634-23d7es2q/files/requirements.txt
2023-04-03 23:06:36,266 INFO    Thread-18 :1139989 [dir_watcher.py:_on_file_created():278] file/dir created: /home/zhenli/KPConv-Triplane/wandb/run-20230403_230634-23d7es2q/files/wandb-summary.json
2023-04-03 23:06:37,153 DEBUG   HandlerThread:1139989 [system_info.py:_save_conda():86] Saving conda packages done
2023-04-03 23:06:37,154 INFO    HandlerThread:1139989 [system_monitor.py:probe():219] Finished publishing system info
2023-04-03 23:06:37,156 DEBUG   SenderThread:1139989 [sender.py:send():336] send: files
2023-04-03 23:06:37,156 INFO    SenderThread:1139989 [sender.py:_save_file():1332] saving file wandb-metadata.json with policy now
2023-04-03 23:06:37,162 DEBUG   HandlerThread:1139989 [handler.py:handle_request():144] handle_request: stop_status
2023-04-03 23:06:37,162 DEBUG   SenderThread:1139989 [sender.py:send_request():363] send_request: stop_status
2023-04-03 23:06:37,261 DEBUG   SenderThread:1139989 [sender.py:send():336] send: telemetry
2023-04-03 23:06:37,262 DEBUG   SenderThread:1139989 [sender.py:send():336] send: config
2023-04-03 23:06:37,264 INFO    Thread-18 :1139989 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/zhenli/KPConv-Triplane/wandb/run-20230403_230634-23d7es2q/files/conda-environment.yaml
2023-04-03 23:06:37,265 INFO    Thread-18 :1139989 [dir_watcher.py:_on_file_created():278] file/dir created: /home/zhenli/KPConv-Triplane/wandb/run-20230403_230634-23d7es2q/files/output.log
2023-04-03 23:06:37,265 INFO    Thread-18 :1139989 [dir_watcher.py:_on_file_created():278] file/dir created: /home/zhenli/KPConv-Triplane/wandb/run-20230403_230634-23d7es2q/files/wandb-metadata.json
2023-04-03 23:06:37,592 INFO    wandb-upload_0:1139989 [upload_job.py:push():138] Uploaded file /tmp/tmp90e4j2iowandb/xuothjg3-wandb-metadata.json
2023-04-03 23:06:39,273 INFO    Thread-18 :1139989 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/zhenli/KPConv-Triplane/wandb/run-20230403_230634-23d7es2q/files/output.log
2023-04-03 23:06:40,035 DEBUG   HandlerThread:1139989 [handler.py:handle_request():144] handle_request: status_report
2023-04-03 23:06:41,283 INFO    Thread-18 :1139989 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/zhenli/KPConv-Triplane/wandb/run-20230403_230634-23d7es2q/files/output.log
2023-04-03 23:06:43,293 INFO    Thread-18 :1139989 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/zhenli/KPConv-Triplane/wandb/run-20230403_230634-23d7es2q/files/output.log
2023-04-03 23:06:45,652 DEBUG   HandlerThread:1139989 [handler.py:handle_request():144] handle_request: status_report
2023-04-03 23:06:50,653 DEBUG   HandlerThread:1139989 [handler.py:handle_request():144] handle_request: status_report
2023-04-03 23:06:52,164 DEBUG   HandlerThread:1139989 [handler.py:handle_request():144] handle_request: stop_status
2023-04-03 23:06:52,165 DEBUG   SenderThread:1139989 [sender.py:send_request():363] send_request: stop_status
2023-04-03 23:06:56,277 DEBUG   HandlerThread:1139989 [handler.py:handle_request():144] handle_request: status_report
2023-04-03 23:07:01,279 DEBUG   HandlerThread:1139989 [handler.py:handle_request():144] handle_request: status_report
2023-04-03 23:07:06,285 DEBUG   HandlerThread:1139989 [handler.py:handle_request():144] handle_request: status_report
2023-04-03 23:07:07,162 DEBUG   HandlerThread:1139989 [handler.py:handle_request():144] handle_request: stop_status
2023-04-03 23:07:07,165 DEBUG   SenderThread:1139989 [sender.py:send_request():363] send_request: stop_status
2023-04-03 23:07:07,311 INFO    Thread-18 :1139989 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/zhenli/KPConv-Triplane/wandb/run-20230403_230634-23d7es2q/files/config.yaml
2023-04-03 23:07:12,275 DEBUG   HandlerThread:1139989 [handler.py:handle_request():144] handle_request: status_report
2023-04-03 23:07:17,276 DEBUG   HandlerThread:1139989 [handler.py:handle_request():144] handle_request: status_report
2023-04-03 23:07:22,163 DEBUG   HandlerThread:1139989 [handler.py:handle_request():144] handle_request: stop_status
2023-04-03 23:07:22,166 DEBUG   SenderThread:1139989 [sender.py:send_request():363] send_request: stop_status
2023-04-03 23:07:23,275 DEBUG   HandlerThread:1139989 [handler.py:handle_request():144] handle_request: status_report
2023-04-03 23:07:28,276 DEBUG   HandlerThread:1139989 [handler.py:handle_request():144] handle_request: status_report
2023-04-03 23:07:33,277 DEBUG   HandlerThread:1139989 [handler.py:handle_request():144] handle_request: status_report
2023-04-03 23:07:35,413 DEBUG   SystemMonitor:1139989 [system_monitor.py:_start():161] Starting system metrics aggregation loop
2023-04-03 23:07:35,415 DEBUG   SenderThread:1139989 [sender.py:send():336] send: stats
2023-04-03 23:07:37,162 DEBUG   HandlerThread:1139989 [handler.py:handle_request():144] handle_request: stop_status
2023-04-03 23:07:37,162 DEBUG   SenderThread:1139989 [sender.py:send_request():363] send_request: stop_status
2023-04-03 23:07:39,258 DEBUG   HandlerThread:1139989 [handler.py:handle_request():144] handle_request: status_report
2023-04-03 23:07:44,259 DEBUG   HandlerThread:1139989 [handler.py:handle_request():144] handle_request: status_report
2023-04-03 23:07:49,260 DEBUG   HandlerThread:1139989 [handler.py:handle_request():144] handle_request: status_report
2023-04-03 23:07:52,163 DEBUG   HandlerThread:1139989 [handler.py:handle_request():144] handle_request: stop_status
2023-04-03 23:07:52,164 DEBUG   SenderThread:1139989 [sender.py:send_request():363] send_request: stop_status
2023-04-03 23:07:54,347 DEBUG   HandlerThread:1139989 [handler.py:handle_request():144] handle_request: status_report
2023-04-03 23:07:59,349 DEBUG   HandlerThread:1139989 [handler.py:handle_request():144] handle_request: status_report
2023-04-03 23:08:04,350 DEBUG   HandlerThread:1139989 [handler.py:handle_request():144] handle_request: status_report
2023-04-03 23:08:05,418 DEBUG   SenderThread:1139989 [sender.py:send():336] send: stats
2023-04-03 23:08:07,163 DEBUG   HandlerThread:1139989 [handler.py:handle_request():144] handle_request: stop_status
2023-04-03 23:08:07,165 DEBUG   SenderThread:1139989 [sender.py:send_request():363] send_request: stop_status
