2023-04-18 01:31:28,766 INFO    StreamThr :2870954 [internal.py:wandb_internal():87] W&B internal server running at pid: 2870954, started at: 2023-04-18 01:31:28.765968
2023-04-18 01:31:28,768 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: status
2023-04-18 01:31:28,770 INFO    WriterThread:2870954 [datastore.py:open_for_write():85] open: /home/zhenli/KPConv-Triplane/wandb/run-20230418_013128-ax5tjsgb/run-ax5tjsgb.wandb
2023-04-18 01:31:28,771 DEBUG   SenderThread:2870954 [sender.py:send():336] send: header
2023-04-18 01:31:28,772 DEBUG   SenderThread:2870954 [sender.py:send():336] send: run
2023-04-18 01:31:29,075 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: check_version
2023-04-18 01:31:29,077 INFO    SenderThread:2870954 [dir_watcher.py:__init__():219] watching files in: /home/zhenli/KPConv-Triplane/wandb/run-20230418_013128-ax5tjsgb/files
2023-04-18 01:31:29,077 INFO    SenderThread:2870954 [sender.py:_start_run_threads():1078] run started: ax5tjsgb with start time 1681806688.764958
2023-04-18 01:31:29,077 DEBUG   SenderThread:2870954 [sender.py:send_request():363] send_request: summary_record
2023-04-18 01:31:29,078 INFO    SenderThread:2870954 [sender.py:_save_file():1332] saving file wandb-summary.json with policy end
2023-04-18 01:31:29,078 DEBUG   SenderThread:2870954 [sender.py:send_request():363] send_request: check_version
2023-04-18 01:31:29,154 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: run_start
2023-04-18 01:31:29,160 DEBUG   HandlerThread:2870954 [system_info.py:__init__():31] System info init
2023-04-18 01:31:29,160 DEBUG   HandlerThread:2870954 [system_info.py:__init__():46] System info init done
2023-04-18 01:31:29,160 INFO    HandlerThread:2870954 [system_monitor.py:start():183] Starting system monitor
2023-04-18 01:31:29,161 INFO    SystemMonitor:2870954 [system_monitor.py:_start():147] Starting system asset monitoring threads
2023-04-18 01:31:29,161 INFO    HandlerThread:2870954 [system_monitor.py:probe():204] Collecting system info
2023-04-18 01:31:29,162 INFO    SystemMonitor:2870954 [interfaces.py:start():187] Started cpu monitoring
2023-04-18 01:31:29,163 INFO    SystemMonitor:2870954 [interfaces.py:start():187] Started disk monitoring
2023-04-18 01:31:29,164 INFO    SystemMonitor:2870954 [interfaces.py:start():187] Started gpu monitoring
2023-04-18 01:31:29,164 INFO    SystemMonitor:2870954 [interfaces.py:start():187] Started memory monitoring
2023-04-18 01:31:29,165 INFO    SystemMonitor:2870954 [interfaces.py:start():187] Started network monitoring
2023-04-18 01:31:29,192 DEBUG   HandlerThread:2870954 [system_info.py:probe():195] Probing system
2023-04-18 01:31:29,194 DEBUG   HandlerThread:2870954 [system_info.py:_probe_git():180] Probing git
2023-04-18 01:31:29,199 DEBUG   HandlerThread:2870954 [system_info.py:_probe_git():188] Probing git done
2023-04-18 01:31:29,199 DEBUG   HandlerThread:2870954 [system_info.py:probe():240] Probing system done
2023-04-18 01:31:29,199 DEBUG   HandlerThread:2870954 [system_monitor.py:probe():213] {'os': 'Linux-5.15.0-69-generic-x86_64-with-glibc2.31', 'python': '3.10.10', 'heartbeatAt': '2023-04-18T08:31:29.192957', 'startedAt': '2023-04-18T08:31:28.758308', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'train_S3DIS.py', 'codePath': 'train_S3DIS.py', 'git': {'remote': 'git@github.com:Kaola-2115/KPConv-Triplane.git', 'commit': '5fa7972082de1f7c1579b7b1ebd7281d2efbd680'}, 'email': 'zla247@sfu.ca', 'root': '/home/zhenli/KPConv-Triplane', 'host': 'pc', 'username': 'zhenli', 'executable': '/home/zhenli/anaconda3/envs/cuda11.1/bin/python', 'cpu_count': 12, 'cpu_count_logical': 20, 'cpu_freq': {'current': 2340.00005, 'min': 800.0, 'max': 4580.0}, 'cpu_freq_per_core': [{'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 4500.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4900.0}, {'current': 2100.0, 'min': 800.0, 'max': 4900.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 4500.001, 'min': 800.0, 'max': 4900.0}, {'current': 2100.0, 'min': 800.0, 'max': 4900.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 3600.0}, {'current': 2100.0, 'min': 800.0, 'max': 3600.0}, {'current': 2100.0, 'min': 800.0, 'max': 3600.0}, {'current': 2100.0, 'min': 800.0, 'max': 3600.0}], 'disk': {'total': 288.5988540649414, 'used': 248.09252166748047}, 'gpu': 'NVIDIA GeForce RTX 3090 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3090 Ti', 'memory_total': 25757220864}], 'memory': {'total': 31.14797592163086}}
2023-04-18 01:31:29,199 INFO    HandlerThread:2870954 [system_monitor.py:probe():214] Finished collecting system info
2023-04-18 01:31:29,199 INFO    HandlerThread:2870954 [system_monitor.py:probe():217] Publishing system info
2023-04-18 01:31:29,199 DEBUG   HandlerThread:2870954 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-04-18 01:31:29,199 DEBUG   HandlerThread:2870954 [system_info.py:_save_pip():67] Saving pip packages done
2023-04-18 01:31:29,199 DEBUG   HandlerThread:2870954 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-04-18 01:31:30,079 INFO    Thread-18 :2870954 [dir_watcher.py:_on_file_created():278] file/dir created: /home/zhenli/KPConv-Triplane/wandb/run-20230418_013128-ax5tjsgb/files/wandb-summary.json
2023-04-18 01:31:30,079 INFO    Thread-18 :2870954 [dir_watcher.py:_on_file_created():278] file/dir created: /home/zhenli/KPConv-Triplane/wandb/run-20230418_013128-ax5tjsgb/files/requirements.txt
2023-04-18 01:31:30,079 INFO    Thread-18 :2870954 [dir_watcher.py:_on_file_created():278] file/dir created: /home/zhenli/KPConv-Triplane/wandb/run-20230418_013128-ax5tjsgb/files/conda-environment.yaml
2023-04-18 01:31:31,710 DEBUG   HandlerThread:2870954 [system_info.py:_save_conda():86] Saving conda packages done
2023-04-18 01:31:31,711 INFO    HandlerThread:2870954 [system_monitor.py:probe():219] Finished publishing system info
2023-04-18 01:31:31,713 DEBUG   SenderThread:2870954 [sender.py:send():336] send: files
2023-04-18 01:31:31,713 INFO    SenderThread:2870954 [sender.py:_save_file():1332] saving file wandb-metadata.json with policy now
2023-04-18 01:31:31,718 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: stop_status
2023-04-18 01:31:31,718 DEBUG   SenderThread:2870954 [sender.py:send_request():363] send_request: stop_status
2023-04-18 01:31:31,816 DEBUG   SenderThread:2870954 [sender.py:send():336] send: telemetry
2023-04-18 01:31:31,817 DEBUG   SenderThread:2870954 [sender.py:send():336] send: config
2023-04-18 01:31:32,078 INFO    Thread-18 :2870954 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/zhenli/KPConv-Triplane/wandb/run-20230418_013128-ax5tjsgb/files/conda-environment.yaml
2023-04-18 01:31:32,078 INFO    Thread-18 :2870954 [dir_watcher.py:_on_file_created():278] file/dir created: /home/zhenli/KPConv-Triplane/wandb/run-20230418_013128-ax5tjsgb/files/output.log
2023-04-18 01:31:32,078 INFO    Thread-18 :2870954 [dir_watcher.py:_on_file_created():278] file/dir created: /home/zhenli/KPConv-Triplane/wandb/run-20230418_013128-ax5tjsgb/files/wandb-metadata.json
2023-04-18 01:31:32,145 INFO    wandb-upload_0:2870954 [upload_job.py:push():138] Uploaded file /tmp/tmpm43q19imwandb/h5ulwhkg-wandb-metadata.json
2023-04-18 01:31:34,078 INFO    Thread-18 :2870954 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/zhenli/KPConv-Triplane/wandb/run-20230418_013128-ax5tjsgb/files/output.log
2023-04-18 01:31:34,237 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: status_report
2023-04-18 01:31:36,079 INFO    Thread-18 :2870954 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/zhenli/KPConv-Triplane/wandb/run-20230418_013128-ax5tjsgb/files/output.log
2023-04-18 01:31:38,079 INFO    Thread-18 :2870954 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/zhenli/KPConv-Triplane/wandb/run-20230418_013128-ax5tjsgb/files/output.log
2023-04-18 01:31:39,620 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: status_report
2023-04-18 01:31:40,080 INFO    Thread-18 :2870954 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/zhenli/KPConv-Triplane/wandb/run-20230418_013128-ax5tjsgb/files/output.log
2023-04-18 01:31:42,080 INFO    Thread-18 :2870954 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/zhenli/KPConv-Triplane/wandb/run-20230418_013128-ax5tjsgb/files/output.log
2023-04-18 01:31:44,081 INFO    Thread-18 :2870954 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/zhenli/KPConv-Triplane/wandb/run-20230418_013128-ax5tjsgb/files/output.log
2023-04-18 01:31:45,411 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: status_report
2023-04-18 01:31:46,082 INFO    Thread-18 :2870954 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/zhenli/KPConv-Triplane/wandb/run-20230418_013128-ax5tjsgb/files/output.log
2023-04-18 01:31:46,718 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: stop_status
2023-04-18 01:31:46,719 DEBUG   SenderThread:2870954 [sender.py:send_request():363] send_request: stop_status
2023-04-18 01:31:48,083 INFO    Thread-18 :2870954 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/zhenli/KPConv-Triplane/wandb/run-20230418_013128-ax5tjsgb/files/output.log
2023-04-18 01:31:50,083 INFO    Thread-18 :2870954 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/zhenli/KPConv-Triplane/wandb/run-20230418_013128-ax5tjsgb/files/output.log
2023-04-18 01:31:50,727 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: status_report
2023-04-18 01:31:52,084 INFO    Thread-18 :2870954 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/zhenli/KPConv-Triplane/wandb/run-20230418_013128-ax5tjsgb/files/output.log
2023-04-18 01:31:54,084 INFO    Thread-18 :2870954 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/zhenli/KPConv-Triplane/wandb/run-20230418_013128-ax5tjsgb/files/output.log
2023-04-18 01:31:56,045 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: status_report
2023-04-18 01:31:56,085 INFO    Thread-18 :2870954 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/zhenli/KPConv-Triplane/wandb/run-20230418_013128-ax5tjsgb/files/output.log
2023-04-18 01:31:58,086 INFO    Thread-18 :2870954 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/zhenli/KPConv-Triplane/wandb/run-20230418_013128-ax5tjsgb/files/output.log
2023-04-18 01:32:00,086 INFO    Thread-18 :2870954 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/zhenli/KPConv-Triplane/wandb/run-20230418_013128-ax5tjsgb/files/output.log
2023-04-18 01:32:01,407 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: status_report
2023-04-18 01:32:01,718 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: stop_status
2023-04-18 01:32:01,719 DEBUG   SenderThread:2870954 [sender.py:send_request():363] send_request: stop_status
2023-04-18 01:32:02,087 INFO    Thread-18 :2870954 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/zhenli/KPConv-Triplane/wandb/run-20230418_013128-ax5tjsgb/files/output.log
2023-04-18 01:32:02,087 INFO    Thread-18 :2870954 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/zhenli/KPConv-Triplane/wandb/run-20230418_013128-ax5tjsgb/files/config.yaml
2023-04-18 01:32:04,088 INFO    Thread-18 :2870954 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/zhenli/KPConv-Triplane/wandb/run-20230418_013128-ax5tjsgb/files/output.log
2023-04-18 01:32:06,088 INFO    Thread-18 :2870954 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/zhenli/KPConv-Triplane/wandb/run-20230418_013128-ax5tjsgb/files/output.log
2023-04-18 01:32:06,652 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: status_report
2023-04-18 01:32:08,089 INFO    Thread-18 :2870954 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/zhenli/KPConv-Triplane/wandb/run-20230418_013128-ax5tjsgb/files/output.log
2023-04-18 01:32:10,090 INFO    Thread-18 :2870954 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/zhenli/KPConv-Triplane/wandb/run-20230418_013128-ax5tjsgb/files/output.log
2023-04-18 01:32:12,091 INFO    Thread-18 :2870954 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/zhenli/KPConv-Triplane/wandb/run-20230418_013128-ax5tjsgb/files/output.log
2023-04-18 01:32:12,450 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: status_report
2023-04-18 01:32:14,091 INFO    Thread-18 :2870954 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/zhenli/KPConv-Triplane/wandb/run-20230418_013128-ax5tjsgb/files/output.log
2023-04-18 01:32:16,718 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: stop_status
2023-04-18 01:32:16,719 DEBUG   SenderThread:2870954 [sender.py:send_request():363] send_request: stop_status
2023-04-18 01:32:17,824 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: status_report
2023-04-18 01:32:22,824 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: status_report
2023-04-18 01:32:27,825 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: status_report
2023-04-18 01:32:29,165 DEBUG   SystemMonitor:2870954 [system_monitor.py:_start():161] Starting system metrics aggregation loop
2023-04-18 01:32:29,166 DEBUG   SenderThread:2870954 [sender.py:send():336] send: stats
2023-04-18 01:32:31,718 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: stop_status
2023-04-18 01:32:31,719 DEBUG   SenderThread:2870954 [sender.py:send_request():363] send_request: stop_status
2023-04-18 01:32:33,823 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: status_report
2023-04-18 01:32:38,824 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: status_report
2023-04-18 01:32:43,824 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: status_report
2023-04-18 01:32:46,719 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: stop_status
2023-04-18 01:32:46,719 DEBUG   SenderThread:2870954 [sender.py:send_request():363] send_request: stop_status
2023-04-18 01:32:48,873 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: status_report
2023-04-18 01:32:53,874 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: status_report
2023-04-18 01:32:58,875 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: status_report
2023-04-18 01:32:59,167 DEBUG   SenderThread:2870954 [sender.py:send():336] send: stats
2023-04-18 01:33:01,719 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: stop_status
2023-04-18 01:33:01,719 DEBUG   SenderThread:2870954 [sender.py:send_request():363] send_request: stop_status
2023-04-18 01:33:04,820 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: status_report
2023-04-18 01:33:09,821 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: status_report
2023-04-18 01:33:14,822 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: status_report
2023-04-18 01:33:16,719 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: stop_status
2023-04-18 01:33:16,719 DEBUG   SenderThread:2870954 [sender.py:send_request():363] send_request: stop_status
2023-04-18 01:33:20,817 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: status_report
2023-04-18 01:33:25,817 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: status_report
2023-04-18 01:33:29,167 DEBUG   SenderThread:2870954 [sender.py:send():336] send: stats
2023-04-18 01:33:31,168 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: status_report
2023-04-18 01:33:31,719 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: stop_status
2023-04-18 01:33:31,720 DEBUG   SenderThread:2870954 [sender.py:send_request():363] send_request: stop_status
2023-04-18 01:33:36,999 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: status_report
2023-04-18 01:33:38,114 INFO    Thread-18 :2870954 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/zhenli/KPConv-Triplane/wandb/run-20230418_013128-ax5tjsgb/files/output.log
2023-04-18 01:33:42,000 DEBUG   HandlerThread:2870954 [handler.py:handle_request():144] handle_request: status_report
