2023-03-30 19:21:20,394 INFO    StreamThr :9365 [internal.py:wandb_internal():87] W&B internal server running at pid: 9365, started at: 2023-03-30 19:21:20.394382
2023-03-30 19:21:20,397 DEBUG   HandlerThread:9365 [handler.py:handle_request():144] handle_request: status
2023-03-30 19:21:20,399 INFO    WriterThread:9365 [datastore.py:open_for_write():85] open: /home/zhenli/KPConv-Triplane/wandb/run-20230330_192120-pi027wid/run-pi027wid.wandb
2023-03-30 19:21:20,399 DEBUG   SenderThread:9365 [sender.py:send():336] send: header
2023-03-30 19:21:20,400 DEBUG   SenderThread:9365 [sender.py:send():336] send: run
2023-03-30 19:21:20,696 DEBUG   HandlerThread:9365 [handler.py:handle_request():144] handle_request: check_version
2023-03-30 19:21:20,698 INFO    SenderThread:9365 [dir_watcher.py:__init__():219] watching files in: /home/zhenli/KPConv-Triplane/wandb/run-20230330_192120-pi027wid/files
2023-03-30 19:21:20,698 INFO    SenderThread:9365 [sender.py:_start_run_threads():1078] run started: pi027wid with start time 1680229280.393128
2023-03-30 19:21:20,698 DEBUG   SenderThread:9365 [sender.py:send_request():363] send_request: summary_record
2023-03-30 19:21:20,698 INFO    SenderThread:9365 [sender.py:_save_file():1332] saving file wandb-summary.json with policy end
2023-03-30 19:21:20,698 DEBUG   SenderThread:9365 [sender.py:send_request():363] send_request: check_version
2023-03-30 19:21:20,826 DEBUG   HandlerThread:9365 [handler.py:handle_request():144] handle_request: run_start
2023-03-30 19:21:20,836 DEBUG   HandlerThread:9365 [system_info.py:__init__():31] System info init
2023-03-30 19:21:20,836 DEBUG   HandlerThread:9365 [system_info.py:__init__():46] System info init done
2023-03-30 19:21:20,836 INFO    HandlerThread:9365 [system_monitor.py:start():183] Starting system monitor
2023-03-30 19:21:20,837 INFO    HandlerThread:9365 [system_monitor.py:probe():204] Collecting system info
2023-03-30 19:21:20,837 INFO    SystemMonitor:9365 [system_monitor.py:_start():147] Starting system asset monitoring threads
2023-03-30 19:21:20,838 INFO    SystemMonitor:9365 [interfaces.py:start():187] Started cpu monitoring
2023-03-30 19:21:20,840 INFO    SystemMonitor:9365 [interfaces.py:start():187] Started disk monitoring
2023-03-30 19:21:20,842 INFO    SystemMonitor:9365 [interfaces.py:start():187] Started gpu monitoring
2023-03-30 19:21:20,843 INFO    SystemMonitor:9365 [interfaces.py:start():187] Started memory monitoring
2023-03-30 19:21:20,845 INFO    SystemMonitor:9365 [interfaces.py:start():187] Started network monitoring
2023-03-30 19:21:20,876 DEBUG   HandlerThread:9365 [system_info.py:probe():195] Probing system
2023-03-30 19:21:20,878 DEBUG   HandlerThread:9365 [system_info.py:_probe_git():180] Probing git
2023-03-30 19:21:20,889 DEBUG   HandlerThread:9365 [system_info.py:_probe_git():188] Probing git done
2023-03-30 19:21:20,890 DEBUG   HandlerThread:9365 [system_info.py:probe():240] Probing system done
2023-03-30 19:21:20,890 DEBUG   HandlerThread:9365 [system_monitor.py:probe():213] {'os': 'Linux-5.15.0-69-generic-x86_64-with-glibc2.31', 'python': '3.10.10', 'heartbeatAt': '2023-03-31T02:21:20.876830', 'startedAt': '2023-03-31T02:21:20.385101', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'train_S3DIS.py', 'codePath': 'train_S3DIS.py', 'git': {'remote': 'git@github.com:Kaola-2115/KPConv-Triplane.git', 'commit': '1defcd75cf7c0399704a6a9f63d3a550bfb8c1c9'}, 'email': 'zla247@sfu.ca', 'root': '/home/zhenli/KPConv-Triplane', 'host': 'pc', 'username': 'zhenli', 'executable': '/home/zhenli/anaconda3/envs/cuda11.1/bin/python', 'cpu_count': 12, 'cpu_count_logical': 20, 'cpu_freq': {'current': 2039.11315, 'min': 800.0, 'max': 4580.0}, 'cpu_freq_per_core': [{'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4900.0}, {'current': 2100.0, 'min': 800.0, 'max': 4900.0}, {'current': 882.263, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4900.0}, {'current': 2100.0, 'min': 800.0, 'max': 4900.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 3600.0}, {'current': 2100.0, 'min': 800.0, 'max': 3600.0}, {'current': 2100.0, 'min': 800.0, 'max': 3600.0}, {'current': 2100.0, 'min': 800.0, 'max': 3600.0}], 'disk': {'total': 288.5988540649414, 'used': 223.70219802856445}, 'gpu': 'NVIDIA GeForce RTX 3090 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3090 Ti', 'memory_total': 25757220864}], 'memory': {'total': 31.147968292236328}}
2023-03-30 19:21:20,890 INFO    HandlerThread:9365 [system_monitor.py:probe():214] Finished collecting system info
2023-03-30 19:21:20,890 INFO    HandlerThread:9365 [system_monitor.py:probe():217] Publishing system info
2023-03-30 19:21:20,890 DEBUG   HandlerThread:9365 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-03-30 19:21:20,892 DEBUG   HandlerThread:9365 [system_info.py:_save_pip():67] Saving pip packages done
2023-03-30 19:21:20,892 DEBUG   HandlerThread:9365 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-03-30 19:21:21,699 INFO    Thread-18 :9365 [dir_watcher.py:_on_file_created():278] file/dir created: /home/zhenli/KPConv-Triplane/wandb/run-20230330_192120-pi027wid/files/requirements.txt
2023-03-30 19:21:21,699 INFO    Thread-18 :9365 [dir_watcher.py:_on_file_created():278] file/dir created: /home/zhenli/KPConv-Triplane/wandb/run-20230330_192120-pi027wid/files/conda-environment.yaml
2023-03-30 19:21:21,700 INFO    Thread-18 :9365 [dir_watcher.py:_on_file_created():278] file/dir created: /home/zhenli/KPConv-Triplane/wandb/run-20230330_192120-pi027wid/files/wandb-summary.json
2023-03-30 19:21:22,549 DEBUG   HandlerThread:9365 [system_info.py:_save_conda():86] Saving conda packages done
2023-03-30 19:21:22,550 INFO    HandlerThread:9365 [system_monitor.py:probe():219] Finished publishing system info
2023-03-30 19:21:22,552 DEBUG   SenderThread:9365 [sender.py:send():336] send: files
2023-03-30 19:21:22,552 INFO    SenderThread:9365 [sender.py:_save_file():1332] saving file wandb-metadata.json with policy now
2023-03-30 19:21:22,556 DEBUG   HandlerThread:9365 [handler.py:handle_request():144] handle_request: stop_status
2023-03-30 19:21:22,557 DEBUG   SenderThread:9365 [sender.py:send_request():363] send_request: stop_status
2023-03-30 19:21:22,649 DEBUG   SenderThread:9365 [sender.py:send():336] send: telemetry
2023-03-30 19:21:22,649 DEBUG   SenderThread:9365 [sender.py:send():336] send: config
